position,title,rating,reviews,type,address,open_state,place_id,gps,link,thumbnail,original
11,Giardino Segreto Apartment,5.0,2.0,Appartamento vacanze,"Calle Dario, 639, 30135 Venezia VE, Italia",,ChIJy8ho6qyxfkcRjuiWkS4dh6E,"{'latitude': 45.4385295, 'longitude': 12.323030099999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwURdFTrFLzz-eM7xGdmHRsNCdPScFcnYfTqjLN0zLn5nACMOKfzuleAAAooKROb_lbi9Bk0REAz_y6TeDKSv25R-nq0z7ZFUpIlxq1cY5hbNnNvOQm57Mob2PbH6ec-D4D4T4JA=w80-h106-k-no,
12,Palazzo Contarini a San Beneto,,,Giardino,"Fondamenta Narisi, 3981A, 30124 Venezia VE, Italia",,ChIJt70qm9qxfkcRE9etSws0Jos,"{'latitude': 45.435874899999995, 'longitude': 12.332935899999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrx5qDz_5S8_dbGAwwyNxHq_obmxf06jKLkgsVj4z7wlf0MxitJOUL5uPBpmz4SlYgH5qeIp-50RhLnNmRP68wIb7HY2XlJ3eZUyS6S7jUFFTylI5QV5Y9W4Tpf2YH0geLgMzy=w138-h92-k-no,
13,Corte Ca' Dario,,,Giardino,"30100 Venezia VE, Italia",,ChIJFWWIPgCxfkcRzmVcvD1hWsw,"{'latitude': 45.4387563, 'longitude': 12.323298}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzECCOTRrGnWZjUgTaPr1eb2gKpPiLubQDCcrUcpidXLXyTa4_HR7Bkmg67x5Yo7oUwdfo0tKL7B0scegdtIHHEdJ5klGrmUwowJSWnJGlKNCu4JDfQEWgKNzvFhtcsKk5myX10=w122-h92-k-no,
14,Trattoria Dai Fioi (Venezia Biennale),4.7,1634.0,Ristorante,"Calle Seco Marina, 985, 30122 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 18:30,ChIJ_Qc7CUKvfkcRG_u6p4XTkxY,"{'latitude': 45.4312123, 'longitude': 12.3566521}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwM_l1_JxJMt_hCpA7GLX26pWSFlvr3IUzj-4bSFDPkuBrd4h6S5UXijDrDUQqmPxBzj3rJlU2PzoN1vBQeNXi_R9EHt8W2MNQ4dCSAlBVByqDKMK6AeddPLqTVS9mxui0bWY8=w80-h106-k-no,
15,illy Caffè,3.0,820.0,Caffetteria,"Giardini Reali, 30124 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 19,ChIJv8u4VvyxfkcR7YWOdmK9RsQ,"{'latitude': 45.432621999999995, 'longitude': 12.337862999999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxc6VfSFCQS-mPotKKRgWb74BhTXo8Ulb7MRWQ9i8DH9QvfQ_4_cQXmQrV92U48ZNUaiTte-4Yr49XY6pdHSZdurcZ4HiKlt78X8Fejj1LFzPDGdabFRHlF1_wrWnDcGRskkFIs=w122-h92-k-no,
16,Trattoria alla Palazzina,4.0,762.0,Ristorante,"Cannaregio, 1509, 30121 Venezia VE, Italia",,ChIJCQ_sdpWxfkcRD3frTf8z6cI,"{'latitude': 45.4435424, 'longitude': 12.3258791}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLzt-_G2XKmPDaBMqdlNX4YD5YnKv664sM0Lzyrabcpl768_0Z2NNYES1jT9Um88Q7SAGffqVsol6XAJkhiRKD-l07IEL-Kh56zQGqDwxNhQQDOupO4u_eiv8fr5DPvWw0QHe54w=w122-h92-k-no,
17,Orange,4.0,712.0,Bar,"Campo Santa Margherita, 3054a, 30123 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 02,ChIJOfRN1M6xfkcRLpFQkOW_5sU,"{'latitude': 45.4338249, 'longitude': 12.3237834}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzw9Odlj9jRoEML2enpm3kAz1XsNZIWuZ-mnVKF5HiOnDSOg4aHzwXWzZdDAlIzS9PWDW8_Z4883XSOJWDd-UCNC8KjTr6qFnu2pY8rfAybyHNuhVPdqqiRBaoGb24Vp6MFqt39TQ=w122-h92-k-no,
18,Osteria Trattoria Al Nono Risorto,4.3,3556.0,Ristorante italiano,"Sotoportego de Siora Bettina, 2338, 30135 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 22:30,ChIJv9VITc-xfkcRNkZy5oCc8uI,"{'latitude': 45.4397051, 'longitude': 12.3313417}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVQH688AVuFOSmTfh-8MjaKzfNv05jJkq1fLZotW-UWJwirNrnADcv3fitPpqGS7XAjwf9_U2NNqF3luAQIdiHRH3_adVLDyE5v4EGDiI1RfLUVcQjshvdu56Fqxld_6FQgwKR=w163-h92-k-no,
19,Giardino di Via Torre Belfredo,4.2,48.0,Giardino,"Via S. Rocco, 30174 Venezia VE, Italia",,ChIJibxyC0G0fkcRQZNS3XsiJh0,"{'latitude': 45.496560699999996, 'longitude': 12.242268099999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy82ru-JWkDYzgg-f_q4SLQVsc7nSZH62LvdakEZtZqL6-iDhbUYG858_Oyl-EtAWkupCEiaQQgT2QHpeiVgwaRuPTesnC92Gbmqp1zXX_J5v_IjFUmWMvqIV1V7de-fSDIPzwCP_juicfO=w80-h106-k-no,
20,Ristorante Ribò,4.0,1076.0,Ristorante,"Fondamenta Minotto, 159, 30135 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 23,ChIJfeeH1MexfkcRiDYTPpJUAGg,"{'latitude': 45.4369897, 'longitude': 12.3216191}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypEPEPCpwmHCWp18zWexPjjoYzgp_jqMxQ7F30DMu95gQrK9LTM_HvLqapAiIxBk4lRAB1ecNgTKpf__CgbLjOygDzrciJ00Ko0Z393vj5RQFVekSA8t5KKlyJzNph2D4_FaMX=w122-h92-k-no,
1,Trattoria-Pizzeria All'Anfora,4.5,1930.0,Pizzeria,"Calle Larga dei Bari, 1223, 30135 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 18:30,ChIJE1SUTcGxfkcRV6uPsqrHtM4,"{'latitude': 45.441001899999996, 'longitude': 12.3254051}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvfw7Hwioq7ssAGKWuq85Hy4y1oHWfKrg6GSvYsltl8VHxuAADJoWO0Rn9XDWY-d4_UTHjshtOLshAidKPhXjgDUNUQt_o3GNZWw8hWxgNL5_2vmpWhsNxngAnvb048JF3cEG9=w163-h92-k-no,
2,Casino degli Spiriti,4.0,46.0,Attrazione turistica,"Fondamenta Gasparo Contarini, 3541, 30100 Venezia VE, Italia",,ChIJXywb2eexfkcRzDU7daShDOk,"{'latitude': 45.446317, 'longitude': 12.3354149}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZkGvRAugF2Yj3Pqz0mQoH-tRZJ_57utOqsiogDDZ71SH6TbwrnkJKHvFMEL35NVnGAzTXS659RQcpfmcDAY1F5y3Uj-0FKv4092Tut6dYoSh1yOf9abZpfJ8Em9LyFr_5UtUBEg=w122-h92-k-no,
3,Giardino delle magnolie,5.0,2.0,Giardino pubblico,"Piazzale Generale Enrico Cialdini, 3, 30174 Venezia VE, Italia",Ora aperto,ChIJAXovY1C1fkcRuy-19JiIy-A,"{'latitude': 45.4939281, 'longitude': 12.245714999999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMhDQBS64Jl0Vs0eoR8Dw-zYW69S2y4TP0AHG3M3ErgQZJc0J26YTHxQp-ON2cd4z7Rcnb6EWiIBblQps7V98ft46lFPosV9_EIQ2YMoR_ZC48pH-wI0ThInZAoawQGb8NduIb=w163-h92-k-no,
4,Giardino Condiviso Del Quartiere Cita,4.0,54.0,Giardino,"Via Andrea Palladio, 34, 30175 Venezia VE, Italia",Ora aperto,ChIJY64T5S60fkcRdwgH0ny-BPc,"{'latitude': 45.4822567, 'longitude': 12.225594599999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7_PZaEGeqahVjkcE7aFcsW6Q1y7TRiyhP1-gfM8_26fnjHuPCnZcIyxejtmRyLRm-u8vQ991ovUwkw8MJ5j2uEZPqt4pZhyA4g4aw5311DwhyJvDvigpb2PmkPqG6MMdARY1x=w80-h106-k-no,
5,Convento del Santissimo Redentore,4.8,20.0,Convento,"Sestiere Giudecca, 194, 30133 Venezia VE, Italia",Aperto 24 ore su 24,ChIJOfU0WiuwfkcRR5tWMC-xrT0,"{'latitude': 45.4244875, 'longitude': 12.332519099999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypcn6A74jytUR3mXdQop5FydtoxwDuPzeONac6cWBPtwlD0XMq6lvZzlhcPOaYa7bNKksHOCMVC_3wxN9Sum0euOnq_bPY6Bb1QwMOyJS9f-YJbBDBL7ysi7-KQI_SVeQt3cLikEMB-J0i=w138-h92-k-no,
6,Palazzo Bernardo Nani,4.5,49.0,Location per matrimoni,"Sestiere Dorsoduro, 3197, 30123 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 17,ChIJZ4gJAs-xfkcRSOe_VEGh12I,"{'latitude': 45.43381, 'longitude': 12.326801999999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwO_FV_hSll1KYKyy1SNh1h16zDJLdI5QC6-yTrjvZct7XPsIWilhnTK-cbphAlmtQwSM0RP3lM4J-L0UVUdtFh_av73xv46vA6LimH0j9DOic73MtljK_56ToWrZcoddmaFwhZ=w122-h92-k-no,
7,Casa Cardinal Piazza,4.1,110.0,Alloggio turistico,"Sestiere Cannaregio, 3539/A, 30121, VE, Italia",,ChIJ4ZUFSuixfkcRayDWwqhkgyo,"{'latitude': 45.4454869, 'longitude': 12.33405}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoTZySa6fWJdBGOtowHz2ZEBjS4hMPP7UXpol5B34v4itLgjXufRG66MviGeaK61q4n13wuSKGGPq_qA3Ruw-vCjKqUZ3io85EWzP6gkrgf45HFe6MdFeW3loOEtKMY_Nh-o0=w122-h92-k-no,
8,Giardino Piazzale Giustiniani,3.7,11.0,Giardino pubblico,"Via S. Damiano, 11, 30174 Venezia VE, Italia",Aperto 24 ore su 24,ChIJv7igjkW0fkcRWM-wZT4LsEY,"{'latitude': 45.500299999999996, 'longitude': 12.2353238}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4JgcxgSPTIA3sFOefmixzpmWRsPr8jJmCouj3SUu_KS7NELQN8CXdxR_-Pm9TcQA9u3JUrSnCb-XIIpkaqmvz2Wrd0gKdwC4Oc6sqxfGsB02RvEfCEQ_VopUXM2l_Aa0H604=w163-h92-k-no,
9,Il Giardino Segreto di Torcello,5.0,1.0,Giardino,"Str. della Rosina, 30142 Venezia VE, Italia",Chiuso ⋅ Apre sab alle ore 10,ChIJ4dkODNWtfkcR6V7pVywOzjY,"{'latitude': 45.4973342, 'longitude': 12.4168554}",,https://lh3.googleusercontent.com/p/AF1QipOcyo9PGyDzi47gQ4_3mdsxHC3jgNFiZoVniHOU=w122-h92-k-no,
10,Hotel Palazzo Abadessa,4.5,292.0,Giardino,"Campiello Priuli, 4011, 30121 Venezia VE, Italia",,ChIJ0zBHlNyxfkcRzvze3L2L0RM,"{'latitude': 45.4415038, 'longitude': 12.3354097}",,https://lh3.googleusercontent.com/p/AF1QipPqdQyAD1498swncjziDn2GZD8Mj7QL35St1vsg=w138-h92-k-no,
11,San Leone Giardini di Busana Paolo,5.0,4.0,Giardino,"Via Bastiette, 11, 30034 Mira VE, Italia",,ChIJvXJcQcC3fkcRjFtDGfbUtvs,"{'latitude': 45.426575, 'longitude': 12.164095999999999}",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OtiC0p_MRox-RPbhAb7XhQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=315.5014&pitch=0&thumbfov=100,
12,Rose garden,4.8,6.0,Giardino,"F7X6+GR, 30100 Venezia VE, Italia",,ChIJ_ZfSQ8C1fkcRmLpCK4m2yOk,"{'latitude': 45.4988017, 'longitude': 12.2621196}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwczLbnbIgAL2XJSpTJ4rUgbkDjk-voNwir-UKwkiujjw9EY0OvwjQ35ZT9iUM7Ugf8_ok0e0LHtdvdYoRvvueJSmhmOmbDChBkYsj9ubQnwttd3xcbqI1oNR9-r62VuAwDTsJ-VQ=w163-h92-k-no,
13,Giardino Villa Malcontente,5.0,2.0,Giardino,"Via dei Turisti, 9, 30034 Mira VE, Italia",,ChIJ8f2ASAC3fkcRtOV3HS6UPSM,"{'latitude': 45.4370238, 'longitude': 12.201842599999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6-MEVj5I8p7JH7JdGuOvyOSpZTsmz8B3PZMOPMSmTGKnjz_AZ3rKtMHcpt9ju9hMqWPhY-itzQlT1g4b4YU9vo4_fFjTDy31SIINU-nX_mbypJAH6Q9HG9kMQbiZycBjjRM3AMft8kfU=w163-h92-k-no,
14,Benestare Sant'Erasmo,,,Giardino,"Via dei Forti, 55, 30141 Venezia VE, Italia",,ChIJsYFbbwCvfkcR190rA3ExbZ0,"{'latitude': 45.450857, 'longitude': 12.4062226}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVjztMVbFwwmdSZBs6BLLNrqVftpSWMPZnH1zr9R1kMYNadQqtZkgdMQIhkfnr1HpKbhHxjNpPMJQlHQe8lZkDjZKW6WVYx_JyMKFh60xipDNM73VghHmZCM9dDsY4WWixn62DHQ=w122-h92-k-no,
15,Giardini di Via Piave,,,Giardino,"Via Piave, 133, 30171 Venezia VE, Italia",,ChIJVVVVsiS0fkcRgJqXZsxwj-0,"{'latitude': 45.484361299999996, 'longitude': 12.2332097}",,,
16,Arte nel giardino di Davide Polesel,5.0,4.0,Giardino,"Via Pialoi, 102/b, 30020 Marcon VE, Italia",Aperto ⋅ Chiude alle ore 17,ChIJIxrUU_GzfkcRN-x9wZIE3lE,"{'latitude': 45.5373805, 'longitude': 12.2883877}",,https://lh3.googleusercontent.com/p/AF1QipPeZS3Ua0lgxaG_4-zV1AKWbWQ156ZI0auChOhZ=w80-h106-k-no,
17,Giardino al mare (Appartamenti Fratter Ladimiro),4.3,20.0,Alloggi al coperto,"Lungomare Dante Alighieri, 21, 30013 Cavallino-Treporti VE, Italia",,ChIJ_5uKa72ufkcRuPlMrjnM85Y,"{'latitude': 45.442263, 'longitude': 12.421529399999999}",,https://lh3.googleusercontent.com/p/AF1QipP1Yrl_OHtEOhToj6a3t2lXYnE65OtzMaMBjTnc=w133-h92-k-no,
18,Giardino Mistico,4.3,48.0,Giardino,"Cannaregio, 54, 30120 Venezia VE, Italia",Temporarily closed,ChIJGU2YWb-xfkcRGwZmnD0kDI4,"{'latitude': 45.442256, 'longitude': 12.32073}",,https://lh3.googleusercontent.com/p/AF1QipN4vqIrONQYv_8FXEbOM-JBRuVN8IAmwhHIO8uZ=w122-h92-k-no,
19,La piramide,5.0,1.0,Giardino,"30100 Venezia VE, Italia",,ChIJRfDbdwC1fkcRqS10QsT3zuU,"{'latitude': 45.500076299999996, 'longitude': 12.261591099999999}",,,
20,Il giardino dei grani,5.0,4.0,Giardino,"Borgo Giuseppe Mazzini, 19, 31100 Treviso TV, Italia",,ChIJhSOhNpVJeUcR20tl23c7Yts,"{'latitude': 45.668077499999995, 'longitude': 12.250408}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzgOEWmTYgwuNeGHJDpLJeuPJ418wUoaZ8Qa1-EbtDGMj4sQDzFK3EjZNAFJP9VeByE396faq1UoEXAqjG9OapW1LUv4tlTW5PvDlBAmd9q45Os5LahXLc8dkmnihf2E9tXy0aM=w80-h106-k-no,
1,Trattoria-Pizzeria All'Anfora,4.5,1930.0,Pizzeria,"Calle Larga dei Bari, 1223, 30135 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 18:30,ChIJE1SUTcGxfkcRV6uPsqrHtM4,"{'latitude': 45.441001899999996, 'longitude': 12.3254051}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvfw7Hwioq7ssAGKWuq85Hy4y1oHWfKrg6GSvYsltl8VHxuAADJoWO0Rn9XDWY-d4_UTHjshtOLshAidKPhXjgDUNUQt_o3GNZWw8hWxgNL5_2vmpWhsNxngAnvb048JF3cEG9=w163-h92-k-no,
2,Convento del Santissimo Redentore,4.8,20.0,Convento,"Sestiere Giudecca, 194, 30133 Venezia VE, Italia",Aperto 24 ore su 24,ChIJOfU0WiuwfkcRR5tWMC-xrT0,"{'latitude': 45.4244875, 'longitude': 12.332519099999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypcn6A74jytUR3mXdQop5FydtoxwDuPzeONac6cWBPtwlD0XMq6lvZzlhcPOaYa7bNKksHOCMVC_3wxN9Sum0euOnq_bPY6Bb1QwMOyJS9f-YJbBDBL7ysi7-KQI_SVeQt3cLikEMB-J0i=w138-h92-k-no,
3,Centro Culturale Don Orione Artigianelli,4.3,206.0,Attrazione turistica,"Rio Terà Foscarini, 909/A, 30123 Venezia VE, Italia",Aperto 24 ore su 24,ChIJ2e-8ic2xfkcR9VsThX2n0P0,"{'latitude': 45.4297806, 'longitude': 12.3277042}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyK_b1HnGq5qnh0XMJptgdfJak_d0so9C6ugqkgwrJ_cdbr47bs_IiUqIPQJwyjkyR9uqrz3Z7ROVkh2i6agEaq2Zwi4ZrknpUroVnQtRIbQ-QnzxttEFWc0XGTngjh9WI3_Zk=w122-h92-k-no,
4,Ristorante Gran Viale,4.0,1212.0,Ristorante,"Granviale Santa Maria Elisabetta, 10, 30126 Lido VE, Italia",Chiuso ⋅ Apre alle ore 18,ChIJjejW77GvfkcRitf0SOPCzX8,"{'latitude': 45.416473499999995, 'longitude': 12.369840199999999}",,https://lh3.googleusercontent.com/p/AF1QipPnwZZFPxFw6N28hWCtcdvFjRwo9bgalmM0UIk=w137-h92-k-no,
5,Osteria San Isepo,4.7,412.0,Ristorante italiano,"Rio Terà S. Isepo, 900, 30122 Venezia VE, Italia",Chiuso ⋅ Apre mar alle ore 08,ChIJGxzCGTGufkcRcELR2pIQpz0,"{'latitude': 45.4297888, 'longitude': 12.357128699999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUTD-nAbdcAm5llKM0KuxjukNa3rm6CQkZADm-kf3qXxRw4WM4Ar9YF3TNBnpdmXQJK37AppNsHArYbeSv0HIVXY4Qn8iMSH2IS4Bdgv1fPGtpL3c9Q2XtHHo9cQn2QVDXlcev=w122-h92-k-no,
6,Giardino delle magnolie,5.0,2.0,Giardino pubblico,"Piazzale Generale Enrico Cialdini, 3, 30174 Venezia VE, Italia",Ora aperto,ChIJAXovY1C1fkcRuy-19JiIy-A,"{'latitude': 45.4939281, 'longitude': 12.245714999999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMhDQBS64Jl0Vs0eoR8Dw-zYW69S2y4TP0AHG3M3ErgQZJc0J26YTHxQp-ON2cd4z7Rcnb6EWiIBblQps7V98ft46lFPosV9_EIQ2YMoR_ZC48pH-wI0ThInZAoawQGb8NduIb=w163-h92-k-no,
7,Giardino Condiviso Del Quartiere Cita,4.0,54.0,Giardino,"Via Andrea Palladio, 34, 30175 Venezia VE, Italia",Ora aperto,ChIJY64T5S60fkcRdwgH0ny-BPc,"{'latitude': 45.4822567, 'longitude': 12.225594599999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7_PZaEGeqahVjkcE7aFcsW6Q1y7TRiyhP1-gfM8_26fnjHuPCnZcIyxejtmRyLRm-u8vQ991ovUwkw8MJ5j2uEZPqt4pZhyA4g4aw5311DwhyJvDvigpb2PmkPqG6MMdARY1x=w80-h106-k-no,
8,Pizzeria - Ristorante-Cicchetteria Alla Strega Venezia,4.3,679.0,Pizzeria,"Barbaria de le Tole, 6418, 30122 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 22:30,ChIJq1S1W0OxfkcRNQHpXGCNUwc,"{'latitude': 45.438606899999996, 'longitude': 12.343300699999999}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlx46UPh0h2YMlxwxMCoWhYxHtmDllRB5W2G59UKobXdfurEVp1HCtOP_CL8LvpiBpXxcSIJm-UGq1cdapWb8VcOKM_FWSEgrrP4WmP0n1gmUtoXKA5B17ezK_Pg_oSLaCpIqD7C0l2Wg=w80-h106-k-no,
9,Ristorante Adriatica - Il Palazzo Experimental,4.3,164.0,Ristorante,"Fondamenta Zattere Al Ponte Lungo, 1412, 30123 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 22,ChIJ3ahoa8WxfkcRcXXB7PJUbvQ,"{'latitude': 45.430421599999995, 'longitude': 12.3230389}",,https://lh3.googleusercontent.com/p/AF1QipN3XpBSRF7arNWoKvhV8zH_EpPcnLwK9CFiGdek=w80-h119-k-no,
10,Ristorante La Caravella,4.6,1271.0,Ristorante italiano,"Calle Larga XXII Marzo, 2399, 30124 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 18:30,ChIJCzmoINGxfkcRsEahuZ5D2Fs,"{'latitude': 45.4329338, 'longitude': 12.3341427}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZpneLNDnQ9iOTt8E1E61ue3M8jQPlul86nGT1TSFH11CuoZYzQQjOdZtcc_eve2tGuNQiCfS8j31i0qr0ipqkm7doG2VAs-FD3Pocb2PZkozTlyO6g2y2kAxmSxQg7zLPNB9uDg=w80-h106-k-no,
11,Robe da Matti Restaurant,4.5,184.0,Ristorante italiano,"Isola di San Servolo, 1, 30124 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 19,ChIJp1Z06w6vfkcRAvX6BVW7rkg,"{'latitude': 45.4174156, 'longitude': 12.3573945}",,https://lh3.googleusercontent.com/p/AF1QipMG9HfjnqDcqfyRbK9iZJYcn9L2eth89QUKK_8K=w138-h92-k-no,
12,Casinò di Venezia,3.9,2551.0,Attrazione turistica,"C. Seconda del Cristo, 2040, 30121 Venezia VE, Italia",Chiuso ⋅ Apre ven alle ore 20:30,ChIJwRQ9rsOxfkcRsPDoEbjDdfo,"{'latitude': 45.4426801, 'longitude': 12.329788299999999}",,https://lh3.googleusercontent.com/p/AF1QipN3ZZx3xY-Gpvok15w_UB1cjcomJnVq5yrZWLc_=w175-h92-k-no,
13,Cucina Locale Al Giardino Segreto,4.2,170.0,Ristorante,"Calle della Provvidenza, 230, 30142 Venezia VE, Italia",,ChIJyflUNQCtfkcRc3L04ZTgijU,"{'latitude': 45.484329599999995, 'longitude': 12.4177159}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwg5IXF34dvlZFtqcPOvNc8NtfTQsVABxa2x5g7gCRIkqLF2MjEk4Oxnqk1o8QZ9jDa2wV0tDut-oNjKk1jU9F3PqPHAPx10wtqoFyKX4tAqGQOOBSRjiMBjhnER0eynBDPicFvYA=w80-h106-k-no,
14,Giardino Piazzale Giustiniani,3.7,11.0,Giardino pubblico,"Via S. Damiano, 11, 30174 Venezia VE, Italia",Aperto 24 ore su 24,ChIJv7igjkW0fkcRWM-wZT4LsEY,"{'latitude': 45.500299999999996, 'longitude': 12.2353238}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4JgcxgSPTIA3sFOefmixzpmWRsPr8jJmCouj3SUu_KS7NELQN8CXdxR_-Pm9TcQA9u3JUrSnCb-XIIpkaqmvz2Wrd0gKdwC4Oc6sqxfGsB02RvEfCEQ_VopUXM2l_Aa0H604=w163-h92-k-no,
15,Ae Do Marie,4.4,485.0,Ristorante italiano,"Calle de l'Ogio, 3129, 30122 Castello San Francesco della Vigna VE, Italia",Chiuso ⋅ Apre alle ore 18:30,ChIJFXsk8SWufkcRBU8kXAMc5rc,"{'latitude': 45.4369004, 'longitude': 12.347954}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXhZ8KfQ6ZCUQmSD5uzySxqP9MoBhBfSyXKg7md84Vd4-3NlrmiTjH5FvhKyVf_JBVkAiEOty3EZP2J0XvFD2qoYMmE2OrbM0r58K-7BoQospuoyhxd7PAvQXhoEN4l3LAPFOC=w122-h92-k-no,
16,Oriental Bar & Bistrot,4.4,77.0,Bistrò,"Riva degli Schiavoni, 4149, 30122 Venezia VE, Italia",Aperto ⋅ Chiude alle ore 00,ChIJ1T9TpBWvfkcRyIOhtQGimBI,"{'latitude': 45.4341179, 'longitude': 12.3452773}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9gGRJP6IujWNEK7TYwYe9ZQ4tUGk8hYGOb7G19I37-UnMuae1LO7ZzBzJtM0ddQ7szS5iYceqEa-cQdPkaYsdnMeKhpxNN1WD-rN-sluabxOtulSgupviCEFu9XzyD785a7Eq=w122-h92-k-no,
17,Savor Restaurant & Bar,4.3,39.0,Ristorante,"Hotel Indigo, Calle Buccari, 10 c/o, 30132 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 19,ChIJ_1PlaESvfkcR3D6RNP89Vcc,"{'latitude': 45.426358099999995, 'longitude': 12.362793}",,https://lh3.googleusercontent.com/p/AF1QipNnuCo-TpVmXe9KTHflXCFXiGU6N5b1dx4DmYLG=w139-h92-k-no,
18,Il Giardino Segreto di Torcello,5.0,1.0,Giardino,"Str. della Rosina, 30142 Venezia VE, Italia",Chiuso ⋅ Apre sab alle ore 10,ChIJ4dkODNWtfkcR6V7pVywOzjY,"{'latitude': 45.4973342, 'longitude': 12.4168554}",,https://lh3.googleusercontent.com/p/AF1QipOcyo9PGyDzi47gQ4_3mdsxHC3jgNFiZoVniHOU=w122-h92-k-no,
19,Poste Vecie,4.4,1564.0,Ristorante,"Mercato del pesce di Rialto, Fondamenta de le Prigioni, 544, 30124 Venezia VE, Italia",Chiuso ⋅ Apre alle ore 19,ChIJz5zERzqufkcRfL2aIhSYXoI,"{'latitude': 45.4396357, 'longitude': 12.3335931}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3ZPloT9L6lMsuddLefHcgwmaqaLgHCEYc36wZD9SpdSuVgLT9D_le_9Wbt9tAJyEzXOCHtBK7iQIIqs0Pq83aiwAWJ_IgDzZjHKKmohBOxEjk2xfhvBuoDEjnM_GPrvb_2KocPI-eF5hQ=w122-h92-k-no,
20,Trattoria Andri,4.6,919.0,Ristorante veneziano,"Via Lepanto, 21, 30126 Venezia VE, Italia",Chiuso ⋅ Apre mar alle ore 19,ChIJE1CqJrCvfkcRzN5KP1ogAGo,"{'latitude': 45.4135303, 'longitude': 12.3700706}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpoqJVmiNhjqfBXvL1a_2ruz880hfNi7hhmC03EBN0dPz198GYIAuzA1xtpB-AKv17lq4D5qd38yIXbNYbg5JSMpTpBAvYniBsvOfZRzwrF4eCPbBvlCMoeW7DtXIZJS4Ggi8zzw=w122-h92-k-no,
1,Giardini Beggio,,,Giardino,"Spalti della Rocca, 30033 Noale VE, Italia",,ChIJxYZ4WpXMfkcRUtO_TghP-V0,"{'latitude': 45.5493434, 'longitude': 12.0713072}",,,
2,Calle gnognoli,5.0,2.0,Giardino,"SC della Laguna, 262, 30126 Venezia VE, Italia",,ChIJEfWG5yalfkcRfnIWUA282Bw,"{'latitude': 45.3163507, 'longitude': 12.3143327}",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9TU2nOoz2TxtA4PvwIdSPABG-zOoXVYN8h1CDGNLs9SlZuFGBQ_8xzaWWsgIwa1ve-nn8mKCW4hOXZH3nJ85dNoduOsLLkT22GSxYu97ts_V7sW3wXQB0rojQaGyUFKQISTWFLUkHRQY=w122-h92-k-no,
